study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale,number
twinlife,cov1_CoV_module1,cor1008,3,have an unregulated daily routine,einen ungeregelten Tagesablauf haben,cor1008,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cor1008,cat,57
twinlife,cov1_CoV_module1,cor1008,4,to have schooling (also) at home,Schulunterricht (auch) zu Hause zu haben,cor1008,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cor1008,cat,58
twinlife,cov1_CoV_module1,emi0110,0,"[ITEMBAT] During the initial period of the COVID-19 pandemic, i.e., from March 2020 until the first relaxations, how often did you feel affected by the complains?","[ITEMBAT] Wie oft fuehlten Sie sich waehrend der ersten Zeit der Corona-Pandemie, d.h. seit Maerz 2020 bis zu den ersten Lockerungen, durch die folgenden Beschwerden beeintraechtigt?",,,,"Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)","Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)",age0400 >=16,,emi0110,txt,59
twinlife,cov1_CoV_module1,emi0110,1,little interest or pleasure in your activities,Wenig Interesse oder Freude an Ihren Taetigkeiten,emi0100,,,"Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)","Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)",,,emi0110,cat,60
twinlife,cov1_CoV_module1,emi0110,2,"dejection, melancholy or hopelessness","Niedergeschlagenheit, Schwermut oder Hoffnungslosigkeit",emi0100,,,"Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)","Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)",,,emi0110,cat,61
twinlife,cov1_CoV_module1,emi0110,3,"nervousness, anxiety or tension","Nervositaet, Aengstlichkeit oder Anspannung",emi0100,,,"Source: Adapted from: Spitzer, R. L., Kroenke, K., Williams, J. B. W., & Loewe, B. (2006). A Brief Measure for Assessing Generalized Anxiety Disorder: The GAD-7. Archives of Internal Medicine, 166(10), 1092. [[URL link]](https://doi.org/10.1001/archinte.166.10.1092)","Source: Adapted from: Spitzer, R. L., Kroenke, K., Williams, J. B. W., & Loewe, B. (2006). A Brief Measure for Assessing Generalized Anxiety Disorder: The GAD-7. Archives of Internal Medicine, 166(10), 1092. [[URL link]](https://doi.org/10.1001/archinte.166.10.1092)",,,emi0110,cat,62
twinlife,cov1_CoV_module1,emi0110,4,not being able to stop or control worries,"Nicht in der Lage sein, Sorgen zu stoppen oder zu kontrollieren",emi0100,,,"Source: Adapted from: Spitzer, R. L., Kroenke, K., Williams, J. B. W., & Loewe, B. (2006). A Brief Measure for Assessing Generalized Anxiety Disorder: The GAD-7. Archives of Internal Medicine, 166(10), 1092. [[URL link]](https://doi.org/10.1001/archinte.166.10.1092)","Source: Adapted from: Spitzer, R. L., Kroenke, K., Williams, J. B. W., & Loewe, B. (2006). A Brief Measure for Assessing Generalized Anxiety Disorder: The GAD-7. Archives of Internal Medicine, 166(10), 1092. [[URL link]](https://doi.org/10.1001/archinte.166.10.1092)",,,emi0110,cat,63
twinlife,cov1_CoV_module1,emi0110,5,difficulty concentrating,Konzentrationsschwierigkeiten,emi0100,,,"Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)","Source: Adapted from: Graefe, K., Zipfel, S., Herzog, W., & Loewe, B. (2004). Screening psychischer Stoerungen mit dem Gesundheitsfragebogen fuer Patienten (PHQ-D). Diagnostica, 50(4), 171-181. [[URL link]](https://doi.org/10.1026/0012-1924.50.4.171)",,,emi0110,cat,64
twinlife,cov1_CoV_module1,emi0110,6,difficulty focusing on my goals,"Schwierigkeiten, mich auf meine Ziele zu fokussieren",emi0100,,,Item developed for TwinLife.,Item developed for TwinLife.,,,emi0110,cat,65
twinlife,cov1_CoV_module1,cor1200,0,"[ITEMBAT] [If age >= 16] If you remember the first period of the COVID-19 pandemic, i.e., from March 2020 until the first relaxations, how often did you experience the following things? [If age <= 15] If you remember the time when you had to stay mostly at home, how often did you experience the following things?","[ITEMBAT] [If age >= 16] Wenn Sie sich an die erste Zeit der Corona-Pandemie, d.h. seit Maerz 2020 bis zu den ersten Lockerungen, erinnern, wie haeufig haben Sie die folgenden Dinge erlebt? [If age <= 15] Wenn Du Dich an die Zeit erinnerst, in der du vor allem zu Hause bleiben musstest, wie haeufig hast Du die folgenden Dinge erlebt?",,,,"Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)","Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)",,,cor1200,txt,66
twinlife,cov1_CoV_module1,cor1200,1,more dispute at home,mehr Streit zu Hause,cor1200,,,"Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)","Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)",,,cor1200,cat,67
twinlife,cov1_CoV_module1,cor1200,2,a worse mood at home,eine schlechtere Stimmung zu Hause,cor1200,,,"Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)","Source: Adapted from: Witthoeft, M., Jungmann, S. M., Germer, S., & Braescher, A.-K. (2022). Early Adverse Effects of Behavioural Preventive Strategies During the COVID-19 Pandemic in Germany: An Online General Population Survey. [[URL link]](https://doi.org/10.23668/PSYCHARCHIVES.5700)",,,cor1200,cat,68
twinlife,cov1_CoV_module1,cor1200,3,a better family life at home,ein besseres Familienleben zu Hause,cor1200,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cor1200,cat,69
twinlife,cov1_CoV_module1,cor1200,4,greater cohesion at home,einen groesseren Zusammenhalt zu Hause,cor1200,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cor1200,cat,70
twinlife,cov1_CoV_module1,cor1200,5,"more joint activities (e.g. playing games, sports, walks)","mehr gemeinsame Aktivitaeten (z.B. Spiele spielen, Sport, Spaziergaenge)",cor1200,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cor1200,cat,71
twinlife,cov1_CoV_module1,cor1200,6,more appreciation by other family members,mehr Wertschaetzung durch andere Familienmitglieder,cor1200,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cor1200,cat,72
twinlife,cov1_CoV_module1,cor1200,7,social gathering with friends or relatives,geselliges Zusammensein mit Freunden oder Verwandten,cor1200,,,Item developed for TwinLife.,Item developed for TwinLife.,,,cor1200,cat,73
twinlife,cov1_CoV_module1,hoe1200,0,"[ITEMBAT] [IF age>=16] Please indicate the extent to which the following statements were true relative to your home during the initial period of the COVID-19 pandemic, i.e., from March 2020 until the first easing. [IF age<=15] Please indicate the extent to which the following statements were true relative to your home during the initial period of the COVID-19 pandemic.","[ITEMBAT] [IF age>=16] Bitte geben Sie an, inwiefern die nachfolgenden Aussagen bezogen auf Ihr Zuhause waehrend der ersten Zeit der Corona-Pandemie, d.h. seit Maerz 2020 bis zu den ersten Lockerungen, stimmten. [IF age<=15] Bitte gib an, inwiefern die nachfolgenden Aussagen bezogen auf Dein Zuhause waehrend der ersten Zeit der Corona-Pandemie gestimmt haben.",,,,"Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)","Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)",age0400 >=9,,hoe1200,txt,74
twinlife,cov1_CoV_module1,hoe1200,1,You couldn't hear yourself think in our home.,Bei uns zu Hause konnte man keinen klaren Gedanken fassen.,apl5_2,,,"Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)","Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)",,,hoe1200,cat,75
twinlife,cov1_CoV_module1,hoe1200,2,It was a real zoo in our home.,Bei uns zu Hause ging es drunter und drueber.,apl5_2,,,"Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)","Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)",,,hoe1200,cat,76
twinlife,cov1_CoV_module1,hoe1200,3,Normally we had everything under control at home.,Normalerweise hatten wir zu Hause alles im Griff.,apl5_2,,,"Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)","Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)",,,hoe1200,cat,77
twinlife,cov1_CoV_module1,hoe1200,4,The atmosphere in our house was calm.,Bei uns zu Hause herrschte eine ruhige Atmosphaere.,apl5_2,,,"Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)","Source: Adapted from: Anna D. Johnson, Anne Martin, Jeanne Brooks-Gunn, & Stephen A. Petrill. (2008). Order in the House! Associations among Household Chaos, the Home Literacy Environment, Maternal Reading Ability, and Children's Early Reading. Merrill-Palmer Quarterly, 54(4), 445-472. [[URL link]](https://doi.org/10.1353/mpq.0.0009); Matheny Jr., A. P., Wachs, T. D., Ludwig, J. L., & Phillips, K. (1995). Bringing order out of chaos: Psychometric characteristics of the confusion, hubbub, and order scale. Journal of Applied Developmental Psychology, 16(3), 429-444. [[URL link]](https://doi.org/10.1016/0193-3973(95)90028-4)",,,hoe1200,cat,78
twinlife,cov1_CoV_module1,cor1400,0,"[ITEMBAT] During the initial period of the COVID-19 pandemic, i.e., from March 2020 until the first easing, what behaviors did you have that were less than, the same as, or more than before the corona virus pandemic outbreak? You can grade your answers from -3 (Significantly less) to 0 (Same) to 3 (Significantly more).","[ITEMBAT] Welche Verhaltensweisen haben Sie in der ersten Zeit der Corona-Pandemie, d.h. seit Maerz 2020 bis zu den ersten Lockerungen, weniger, gleich oder mehr als vor dem Ausbruch der Coronavirus-Pandemie gezeigt? Sie koennen Ihre Antworten von -3 (Deutlich weniger) ueber 0 (Gleich) bis 3 (Deutlich mehr) abstufen.",,,,Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2),Source: Adapted from: Survey EMOTIONS-C. (2020). Westfaelische Wilhelms-Universitaet Muenster. [[URL link]](https://formr.uni-muenster.de/EMOTIONS-CORONA2),age0400 >=16,,cor1400,txt,79
